usuario,puntuacion,fecha,titulo,texto_comentario,fecha_sistema,texto_limpio,texto_original,texto_sin_stopwords,texto_comentario_limpio,texto_comentario_sin_stopwords,tokens,tokens_sin_stopwords,num_palabras,num_palabras_limpias,longitud_comentario,conteo_palabras_unicas,polarity,subjectivity,sentiment,emocion_predominante,longitud_texto
Sergi Canalís Cobos,1,2025-12-11T23:19:27.000Z,Repartidor de Amazon lanza producto sin llamar a casa,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Jorge,5,2025-12-11T22:00:39.000Z,Llevo años con la compañia y hace 5…,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Disalis,5,2025-12-11T14:16:22.000Z,Eficiencia y buena gestión,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Women's Sports Photography Jos,1,2025-12-11T04:46:10.000Z,Amazon discrimina y roba a las personas…,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Inma Marin,1,2025-12-10T17:36:43.000Z,Imposible contactar para un problema,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Carlos Rubio,1,2025-12-10T13:50:33.000Z,Parece mentira que trabajen con correo…,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Francisco José Rodríguez,2,2025-12-09T23:54:29.000Z,No compréis en Amazon cuando el vendedor es una empresa externa a Amazon,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Baldo Cano,1,2025-12-09T21:22:39.000Z,Las entregas están funcionando muy mal…,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
David,1,2025-12-09T16:35:13.000Z,Inaceptable,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Teresa Díaz,1,2025-12-09T13:18:01.000Z,Me han cobrado por duplicado una compra…,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Juan Jesus Aguilera Aguilera,5,2025-12-08T20:54:07.000Z,Llevo años usando Amazon y comparado…,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Santiago López Rodriguez,3,2025-12-08T14:16:41.000Z,Opción punto de recogida,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Mariluz Aramburu,1,2025-12-07T15:32:14.000Z,Les compre un radiador que me llegó en…,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
Irene Gil,1,2025-12-07T15:16:12.000Z,Amazon me da el PEOR trato comercial que he recibido en toda mi vida,Texto no disponible,2025-12-22 00:22:45,texto disponible,Texto no disponible,texto disponible,texto no disponible,texto disponible,"['texto', 'no', 'disponible']","['texto', 'disponible']",2,2,19,2,0.0,0.0,neutral,sin_emocion_detectada,16
CORTES VARGAS MARIA DEL SOCORR,1,2025-12-19T10:17:55.000Z,Sin título,"He comprado un pack de canapé colchón y dos almohadas y solo me ha llegado el canapé. Luego en la app de Amazon me pone que pedido entregado al cliente,y no se encuentra la manera de reclamarle direct...Ver más",2025-12-22 00:22:49,comprado pack canape colchon dos almohadas llegado canape luego app pone pedido entregado cliente encuentra manera reclamarle direct,"He comprado un pack de canapé colchón y dos almohadas y solo me ha llegado el canapé. Luego en la app de Amazon me pone que pedido entregado al cliente,y no se encuentra la manera de reclamarle direct...Ver más",comprado pack canape colchon dos almohadas llegado canape luego app pone pedido entregado cliente encuentra manera reclamarle direct,he comprado un pack de canape colchon y dos almohadas y solo me ha llegado el canape luego en la app de amazon me pone que pedido entregado al cliente y no se encuentra la manera de reclamarle direct ver mas,comprado pack canape colchon dos almohadas llegado canape luego app pone pedido entregado cliente encuentra manera reclamarle direct,"['he', 'comprado', 'un', 'pack', 'de', 'canape', 'colchon', 'y', 'dos', 'almohadas', 'y', 'solo', 'me', 'ha', 'llegado', 'el', 'canape', 'luego', 'en', 'la', 'app', 'de', 'amazon', 'me', 'pone', 'que', 'pedido', 'entregado', 'al', 'cliente', 'y', 'no', 'se', 'encuentra', 'la', 'manera', 'de', 'reclamarle', 'direct', 'ver', 'mas']","['comprado', 'pack', 'canape', 'colchon', 'dos', 'almohadas', 'llegado', 'canape', 'luego', 'app', 'pone', 'pedido', 'entregado', 'cliente', 'encuentra', 'manera', 'reclamarle', 'direct']",18,18,210,17,0.1,0.4,neutral,neutras,132
JoseMa Ramon Poch,1,2025-12-17T19:39:13.000Z,Sin título,Atencion al cliente de amzon cuado no les interesa las criticas te cuegan el telefono una falta de educacion himpresionante.Una prepotencia total mejor utilizar otras plataformas de compra mas seguras...Ver más,2025-12-22 00:22:49,atencion cliente amzon cuado interesa criticas cuegan telefono falta educacion himpresionante prepotencia total mejor utilizar plataformas compra seguras,Atencion al cliente de amzon cuado no les interesa las criticas te cuegan el telefono una falta de educacion himpresionante.Una prepotencia total mejor utilizar otras plataformas de compra mas seguras...Ver más,atencion cliente amzon cuado interesa criticas cuegan telefono falta educacion himpresionante prepotencia total mejor utilizar plataformas compra seguras,atencion al cliente de amzon cuado no les interesa las criticas te cuegan el telefono una falta de educacion himpresionante una prepotencia total mejor utilizar otras plataformas de compra mas seguras ver mas,atencion cliente amzon cuado interesa criticas cuegan telefono falta educacion himpresionante prepotencia total mejor utilizar plataformas compra seguras,"['atencion', 'al', 'cliente', 'de', 'amzon', 'cuado', 'no', 'les', 'interesa', 'las', 'criticas', 'te', 'cuegan', 'el', 'telefono', 'una', 'falta', 'de', 'educacion', 'himpresionante', 'una', 'prepotencia', 'total', 'mejor', 'utilizar', 'otras', 'plataformas', 'de', 'compra', 'mas', 'seguras', 'ver', 'mas']","['atencion', 'cliente', 'amzon', 'cuado', 'interesa', 'criticas', 'cuegan', 'telefono', 'falta', 'educacion', 'himpresionante', 'prepotencia', 'total', 'mejor', 'utilizar', 'plataformas', 'compra', 'seguras']",18,18,210,18,0.0,0.75,neutral,neutras,153
Inma Marin,1,2025-12-10T17:36:43.000Z,Sin título,"Soy prime desde hace años ,antes era facil contactar con amazon si tenias u. Problema ,ahora es imposible ni llamar ni q te llamen para una solucion , e oido q con temu es muy facil habra q probar a c...Ver más",2025-12-22 00:22:49,prime anos facil contactar tenias u problema ahora imposible llamar q llamen solucion oido q temu facil habra q probar c,"Soy prime desde hace años ,antes era facil contactar con amazon si tenias u. Problema ,ahora es imposible ni llamar ni q te llamen para una solucion , e oido q con temu es muy facil habra q probar a c...Ver más",prime anos facil contactar tenias u problema ahora imposible llamar q llamen solucion oido q temu facil habra q probar c,soy prime desde hace anos antes era facil contactar con amazon si tenias u problema ahora es imposible ni llamar ni q te llamen para una solucion e oido q con temu es muy facil habra q probar a c ver mas,prime anos facil contactar tenias u problema ahora imposible llamar q llamen solucion oido q temu facil habra q probar c,"['soy', 'prime', 'desde', 'hace', 'anos', 'antes', 'era', 'facil', 'contactar', 'con', 'amazon', 'si', 'tenias', 'u', 'problema', 'ahora', 'es', 'imposible', 'ni', 'llamar', 'ni', 'q', 'te', 'llamen', 'para', 'una', 'solucion', 'e', 'oido', 'q', 'con', 'temu', 'es', 'muy', 'facil', 'habra', 'q', 'probar', 'a', 'c', 'ver', 'mas']","['prime', 'anos', 'facil', 'contactar', 'tenias', 'u', 'problema', 'ahora', 'imposible', 'llamar', 'q', 'llamen', 'solucion', 'oido', 'q', 'temu', 'facil', 'habra', 'q', 'probar', 'c']",21,21,210,18,0.0,0.0,neutral,negativas,120
José Luis Romero Romero,1,2025-12-15T12:27:17.000Z,Sin título,"Suscripción activada por error
La suscripción para ver Prime Video sin anuncios se activa con un solo clic y sin confirmación en dos pasos. Me suscribí por error, no utilicé el servicio y aun así se...Ver más",2025-12-22 00:22:49,suscripcion activada error suscripcion prime video anuncios activa clic confirmacion dos pasos suscribi error utilice servicio aun asi,"Suscripción activada por error
La suscripción para ver Prime Video sin anuncios se activa con un solo clic y sin confirmación en dos pasos. Me suscribí por error, no utilicé el servicio y aun así se...Ver más",suscripcion activada error suscripcion prime video anuncios activa clic confirmacion dos pasos suscribi error utilice servicio aun asi,suscripcion activada por error la suscripcion para ver prime video sin anuncios se activa con un solo clic y sin confirmacion en dos pasos me suscribi por error no utilice el servicio y aun asi se ver mas,suscripcion activada error suscripcion prime video anuncios activa clic confirmacion dos pasos suscribi error utilice servicio aun asi,"['suscripcion', 'activada', 'por', 'error', 'la', 'suscripcion', 'para', 'ver', 'prime', 'video', 'sin', 'anuncios', 'se', 'activa', 'con', 'un', 'solo', 'clic', 'y', 'sin', 'confirmacion', 'en', 'dos', 'pasos', 'me', 'suscribi', 'por', 'error', 'no', 'utilice', 'el', 'servicio', 'y', 'aun', 'asi', 'se', 'ver', 'mas']","['suscripcion', 'activada', 'error', 'suscripcion', 'prime', 'video', 'anuncios', 'activa', 'clic', 'confirmacion', 'dos', 'pasos', 'suscribi', 'error', 'utilice', 'servicio', 'aun', 'asi']",18,18,208,16,0.0,0.0,neutral,negativas,134
Antonio,3,2025-12-03T02:54:57.000Z,Sin título,"Yo no compro en Amazon. Prefiero las tiendas físicas donde puedo ver y tocar los productos. Pero mi hija sí compra mucho y después de algunas experiencias de tener que devolver los productos, debo adm...Ver más",2025-12-22 00:22:49,compro prefiero tiendas fisicas puedo tocar productos hija compra despues experiencias tener devolver productos debo adm,"Yo no compro en Amazon. Prefiero las tiendas físicas donde puedo ver y tocar los productos. Pero mi hija sí compra mucho y después de algunas experiencias de tener que devolver los productos, debo adm...Ver más",compro prefiero tiendas fisicas puedo tocar productos hija compra despues experiencias tener devolver productos debo adm,yo no compro en amazon prefiero las tiendas fisicas donde puedo ver y tocar los productos pero mi hija si compra mucho y despues de algunas experiencias de tener que devolver los productos debo adm ver mas,compro prefiero tiendas fisicas puedo tocar productos hija compra despues experiencias tener devolver productos debo adm,"['yo', 'no', 'compro', 'en', 'amazon', 'prefiero', 'las', 'tiendas', 'fisicas', 'donde', 'puedo', 'ver', 'y', 'tocar', 'los', 'productos', 'pero', 'mi', 'hija', 'si', 'compra', 'mucho', 'y', 'despues', 'de', 'algunas', 'experiencias', 'de', 'tener', 'que', 'devolver', 'los', 'productos', 'debo', 'adm', 'ver', 'mas']","['compro', 'prefiero', 'tiendas', 'fisicas', 'puedo', 'tocar', 'productos', 'hija', 'compra', 'despues', 'experiencias', 'tener', 'devolver', 'productos', 'debo', 'adm']",16,16,210,15,0.0,0.0,neutral,negativas,120
Alicia,1,2025-12-13T22:13:21.000Z,Sin título,Tenían que hacerme una devolución y nunca la hicieron. Decían que la habían hecho a la cuenta en vez de a la tarjeta y llevo tres meses pidiéndoles el ARN o el justificante de la devolución y nunca me...Ver más,2025-12-22 00:22:49,tenian hacerme devolucion nunca hicieron decian habian hecho cuenta tarjeta llevo tres meses pidiendoles arn justificante devolucion nunca,Tenían que hacerme una devolución y nunca la hicieron. Decían que la habían hecho a la cuenta en vez de a la tarjeta y llevo tres meses pidiéndoles el ARN o el justificante de la devolución y nunca me...Ver más,tenian hacerme devolucion nunca hicieron decian habian hecho cuenta tarjeta llevo tres meses pidiendoles arn justificante devolucion nunca,tenian que hacerme una devolucion y nunca la hicieron decian que la habian hecho a la cuenta en vez de a la tarjeta y llevo tres meses pidiendoles el arn o el justificante de la devolucion y nunca me ver mas,tenian hacerme devolucion nunca hicieron decian habian hecho cuenta tarjeta llevo tres meses pidiendoles arn justificante devolucion nunca,"['tenian', 'que', 'hacerme', 'una', 'devolucion', 'y', 'nunca', 'la', 'hicieron', 'decian', 'que', 'la', 'habian', 'hecho', 'a', 'la', 'cuenta', 'en', 'vez', 'de', 'a', 'la', 'tarjeta', 'y', 'llevo', 'tres', 'meses', 'pidiendoles', 'el', 'arn', 'o', 'el', 'justificante', 'de', 'la', 'devolucion', 'y', 'nunca', 'me', 'ver', 'mas']","['tenian', 'hacerme', 'devolucion', 'nunca', 'hicieron', 'decian', 'habian', 'hecho', 'cuenta', 'tarjeta', 'llevo', 'tres', 'meses', 'pidiendoles', 'arn', 'justificante', 'devolucion', 'nunca']",18,18,210,16,0.0,0.0,neutral,sin_emocion_detectada,138
Mariluz Aramburu,1,2025-12-07T15:32:14.000Z,Sin título,"Les compre un radiador que me llegó en mal estafó con pinta de usado, vinieron a recogerlo el 24 de Noviembre, estamos a 8 de diciembre y después de 50 llamadas no me hacen el reembolso de 60 euros, m...Ver más",2025-12-22 00:22:49,compre radiador llego mal estafo pinta usado vinieron recogerlo noviembre diciembre despues llamadas hacen reembolso euros m,"Les compre un radiador que me llegó en mal estafó con pinta de usado, vinieron a recogerlo el 24 de Noviembre, estamos a 8 de diciembre y después de 50 llamadas no me hacen el reembolso de 60 euros, m...Ver más",compre radiador llego mal estafo pinta usado vinieron recogerlo noviembre diciembre despues llamadas hacen reembolso euros m,les compre un radiador que me llego en mal estafo con pinta de usado vinieron a recogerlo el de noviembre estamos a de diciembre y despues de llamadas no me hacen el reembolso de euros m ver mas,compre radiador llego mal estafo pinta usado vinieron recogerlo noviembre diciembre despues llamadas hacen reembolso euros m,"['les', 'compre', 'un', 'radiador', 'que', 'me', 'llego', 'en', 'mal', 'estafo', 'con', 'pinta', 'de', 'usado', 'vinieron', 'a', 'recogerlo', 'el', 'de', 'noviembre', 'estamos', 'a', 'de', 'diciembre', 'y', 'despues', 'de', 'llamadas', 'no', 'me', 'hacen', 'el', 'reembolso', 'de', 'euros', 'm', 'ver', 'mas']","['compre', 'radiador', 'llego', 'mal', 'estafo', 'pinta', 'usado', 'vinieron', 'recogerlo', 'noviembre', 'diciembre', 'despues', 'llamadas', 'hacen', 'reembolso', 'euros', 'm']",17,17,210,17,0.0,0.0,neutral,negativas,124
